date,qobs
2000-10-01,0.3759285504119263
2000-10-02,0.3599315908199294
2000-10-03,0.3599315908199294
2000-10-04,0.3599315908199294
2000-10-05,0.3839270302079247
2000-10-06,0.4399163887799138
2000-10-07,0.4239194291879168
2000-10-08,0.3839270302079247
2000-10-09,0.3599315908199294
2000-10-10,0.3599315908199294
2000-10-11,0.351933111023931
2000-10-12,0.3919255100039231
2000-10-13,0.4879072675559043
2000-10-14,0.519901186739898
2000-10-15,0.5039042271479012
2000-10-16,0.4799087877599058
2000-10-17,0.4719103079639074
2000-10-18,0.8718342977638291
2000-10-19,1.1997719693997648
2000-10-20,0.9438206159278149
2000-10-21,0.8078464593958415
2000-10-22,0.6958677422518635
2000-10-23,0.6238814240878776
2000-10-24,0.5358981463318948
2000-10-25,0.4959057473519028
2000-10-26,0.463911828167909
2000-10-27,0.4559133483719106
2000-10-28,0.4959057473519028
2000-10-29,0.5278996665358965
2000-10-30,0.4879072675559043
2000-10-31,0.4399163887799138
2000-11-01,0.40792246959592
2000-11-02,0.3839270302079247
2000-11-03,0.351933111023931
2000-11-04,0.3359361514319341
2000-11-05,0.3199391918399372
2000-11-06,0.295943752451942
2000-11-07,0.2879452726559435
2000-11-08,0.2719483130639467
2000-11-09,0.2799467928599451
2000-11-10,0.8398403785798353
2000-11-11,1.127785651235779
2000-11-12,0.927823656335818
2000-11-13,0.7838510200078462
2000-11-14,0.7758525402118478
2000-11-15,0.8478388583758337
2000-11-16,0.7678540604158495
2000-11-17,0.7278616614358573
2000-11-18,0.6878692624558651
2000-11-19,0.6398783836798745
2000-11-20,0.5998859846998824
2000-11-21,0.5598935857198902
2000-11-22,0.519901186739898
2000-11-23,0.5039042271479012
2000-11-24,0.4959057473519028
2000-11-25,0.4959057473519028
2000-11-26,0.703866222047862
2000-11-27,1.1437826108277758
2000-11-28,1.0078084542958023
2000-11-29,0.9518190957238132
2000-11-30,0.9598175755198116
2000-12-01,0.9678160553158102
2000-12-02,0.9438206159278149
2000-12-03,0.8958297371518243
2000-12-04,0.9598175755198116
2000-12-05,0.9598175755198116
2000-12-06,0.8798327775598276
2000-12-07,0.8798327775598276
2000-12-08,0.7998479795998432
2000-12-09,0.7198631816398589
2000-12-10,0.6878692624558651
2000-12-11,0.6718723028638682
2000-12-12,0.6718723028638682
2000-12-13,0.6958677422518635
2000-12-14,0.9838130149078071
2000-12-15,0.9758145351118088
2000-12-16,0.9438206159278149
2000-12-17,8.318418987838369
2000-12-18,11.357841310317772
2000-12-19,7.766523881914477
2000-12-20,6.094841604550805
2000-12-21,4.479148685759122
2000-12-22,3.679300706159279
2000-12-23,3.199391918399373
2000-12-24,3.039422322479404
2000-12-25,2.8794527265594354
2000-12-26,2.7194831306394667
2000-12-27,2.559513534719498
2000-12-28,2.3995439387995297
2000-12-29,2.239574342879561
2000-12-30,2.159589544919577
2000-12-31,2.079604746959592
2001-01-01,2.079604746959592
2001-01-02,1.999619948999608
2001-01-03,1.9196351510396237
2001-01-04,1.8396503530796395
2001-01-05,1.7596655551196552
2001-01-06,1.5996959591996864
2001-01-07,1.4397263632797177
2001-01-08,1.4397263632797177
2001-01-09,1.3597415653197331
2001-01-10,1.3597415653197331
2001-01-11,1.279756767359749
2001-01-12,1.1997719693997648
2001-01-13,1.279756767359749
2001-01-14,1.279756767359749
2001-01-15,1.279756767359749
2001-01-16,1.1997719693997648
2001-01-17,1.1997719693997648
2001-01-18,1.1197871714397805
2001-01-19,1.4397263632797177
2001-01-20,1.5996959591996864
2001-01-21,1.3597415653197331
2001-01-22,1.4397263632797177
2001-01-23,1.1197871714397805
2001-01-24,0.9598175755198116
2001-01-25,1.039802373479796
2001-01-26,1.039802373479796
2001-01-27,1.039802373479796
2001-01-28,0.9598175755198116
2001-01-29,0.9598175755198116
2001-01-30,1.5996959591996864
2001-01-31,2.799467928599451
2001-02-01,2.543516575127501
2001-02-02,1.9836229894076112
2001-02-03,1.3837370047077286
2001-02-04,1.3037522067477445
2001-02-05,1.2557613279717537
2001-02-06,1.391735484503727
2001-02-07,1.2077704491957633
2001-02-08,1.0717962926637896
2001-02-09,0.999809974499804
2001-02-10,1.0717962926637896
2001-02-11,1.2157689289917617
2001-02-12,1.335746125931738
2001-02-13,1.2957537269517458
2001-02-14,1.039802373479796
2001-02-15,1.0957917320517852
2001-02-16,1.1357841310317771
2001-02-17,1.279756767359749
2001-02-18,1.183775009807768
2001-02-19,1.3437446057277365
2001-02-20,1.1197871714397805
2001-02-21,1.1357841310317771
2001-02-22,1.055799333071793
2001-02-23,1.1357841310317771
2001-02-24,1.22376740878776
2001-02-25,1.2317658885837584
2001-02-26,1.7756625147116518
2001-02-27,1.7436685955276583
2001-02-28,1.6236913985876815
2001-03-01,1.4717202824637112
2001-03-02,1.447724843075716
2001-03-03,1.3757385249117302
2001-03-04,1.3597415653197331
2001-03-05,1.4237294036877208
2001-03-06,1.3437446057277365
2001-03-07,1.3197491663397412
2001-03-08,1.2957537269517458
2001-03-09,1.3037522067477445
2001-03-10,1.2477628481757552
2001-03-11,1.1997719693997648
2001-03-12,1.1757765300117693
2001-03-13,2.0476108277755984
2001-03-14,2.543516575127501
2001-03-15,2.3515530600235386
2001-03-16,2.319559140839545
2001-03-17,2.687489211455473
2001-03-18,2.8954496861514323
2001-03-19,2.8474588073754417
2001-03-20,2.983432963907415
2001-03-21,3.3833569537073367
2001-03-22,4.999049872499019
2001-03-23,5.510952579442919
2001-03-24,5.822893291486858
2001-03-25,5.318989064338957
2001-03-26,4.767093958415066
2001-03-27,4.223197332287172
2001-03-28,3.8472687818752456
2001-03-29,3.655305266771283
2001-03-30,6.766713907414673
2001-03-31,7.990481316202434
2001-04-01,6.758715427618675
2001-04-02,5.838890251078855
2001-04-03,5.143022508826991
2001-04-04,4.751096998823068
2001-04-05,4.4631517261671245
2001-04-06,4.343174529227148
2001-04-07,4.343174529227148
2001-04-08,4.199201892899177
2001-04-09,4.119217094939192
2001-04-10,5.510952579442919
2001-04-11,4.887071155355041
2001-04-12,4.415160847391134
2001-04-13,4.047230776775206
2001-04-14,3.543326549627305
2001-04-15,3.11140864064339
2001-04-16,2.951439044723421
2001-04-17,2.8074664083954493
2001-04-18,2.871454246763437
2001-04-19,2.535518095331503
2001-04-20,2.2715682620635547
2001-04-21,2.103600186347588
2001-04-22,2.247572822675559
2001-04-23,2.0316138681836016
2001-04-24,1.855647312671636
2001-04-25,1.6636837975676737
2001-04-26,1.5277096410357005
2001-04-27,1.4397263632797177
2001-04-28,1.335746125931738
2001-04-29,1.2477628481757552
2001-04-30,1.183775009807768
2001-05-01,1.127785651235779
2001-05-02,1.0637978128677914
2001-05-03,1.0078084542958023
2001-05-04,0.9678160553158102
2001-05-05,0.927823656335818
2001-05-06,0.9038282169478228
2001-05-07,0.8878312573558259
2001-05-08,0.8878312573558259
2001-05-09,0.8878312573558259
2001-05-10,0.8238434189878384
2001-05-11,0.759855580619851
2001-05-12,0.7118647018438604
2001-05-13,0.6638738230678698
2001-05-14,0.5998859846998824
2001-05-15,0.5678920655158887
2001-05-16,0.5358981463318948
2001-05-17,0.519901186739898
2001-05-18,0.5518951059238918
2001-05-19,0.5678920655158887
2001-05-20,0.5119027069438996
2001-05-21,0.5119027069438996
2001-05-22,1.2397643683797568
2001-05-23,1.9036381914476264
2001-05-24,1.5037142016477052
2001-05-25,1.1997719693997648
2001-05-26,1.4237294036877208
2001-05-27,3.279376716359357
2001-05-28,3.551325029423304
2001-05-29,2.8794527265594354
2001-05-30,2.391545459003531
2001-05-31,1.9356321106316203
2001-06-01,1.671682277363672
2001-06-02,2.919445125539428
2001-06-03,3.2553812769713613
2001-06-04,2.991431443703413
2001-06-05,2.44753481757552
2001-06-06,2.0636077873675958
2001-06-07,1.78366099450765
2001-06-08,1.5517050804236956
2001-06-09,1.3197491663397412
2001-06-10,1.183775009807768
2001-06-11,1.1357841310317771
2001-06-12,1.815654913691644
2001-06-13,1.351743085523735
2001-06-14,1.1037902118477836
2001-06-15,0.9758145351118088
2001-06-16,0.9438206159278149
2001-06-17,3.5193311102393103
2001-06-18,2.85545728717144
2001-06-19,2.135594105531581
2001-06-20,1.727671635935661
2001-06-21,1.6236913985876815
2001-06-22,1.447724843075716
2001-06-23,1.999619948999608
2001-06-24,2.1675880247155748
2001-06-25,1.63168987838368
2001-06-26,1.335746125931738
2001-06-27,1.1357841310317771
2001-06-28,0.999809974499804
2001-06-29,0.9438206159278149
2001-06-30,0.9118266967438212
2001-07-01,0.8958297371518243
2001-07-02,0.8798327775598276
2001-07-03,0.7198631816398589
