date,precip,tavg,pet
2000-10-01,0.0,11.25,4.052053898945678
2000-10-02,0.0,13.135,4.148525690298047
2000-10-03,0.0,13.54,3.62698029051825
2000-10-04,1.11,12.4,2.863437580266464
2000-10-05,5.28,8.135,1.133084796079698
2000-10-06,14.89,8.29,1.0164626740119391
2000-10-07,8.04,6.21,1.0608092684148198
2000-10-08,8.98,4.49,1.012096433824969
2000-10-09,2.13,1.9,0.9636568644302904
2000-10-10,1.89,1.525,0.8555910145328212
2000-10-11,4.62,2.905,0.9385697841175584
2000-10-12,0.0,6.215,3.074375719081978
2000-10-13,0.0,9.575,3.3845774927744663
2000-10-14,0.0,13.275,3.25206099777067
2000-10-15,0.0,13.595,3.1843819548902794
2000-10-16,0.0,4.725,2.1303169642409023
2000-10-17,1.14,4.075,0.8166694884012992
2000-10-18,5.24,7.985,0.905958621586159
2000-10-19,6.32,6.6000000000000005,0.777587270025184
2000-10-20,1.94,6.425,2.051460017962876
2000-10-21,0.0,10.08,2.7563216088126525
2000-10-22,0.0,6.97,2.7049357661112765
2000-10-23,0.0,2.1750000000000003,2.1004902372817096
2000-10-24,0.0,5.375,2.3770649948206097
2000-10-25,0.0,9.16,2.2399276899618608
2000-10-26,0.0,10.9,2.565915135986583
2000-10-27,0.0,12.805,2.434065325620634
2000-10-28,1.41,7.195,2.31230344124465
2000-10-29,2.15,-2.47,0.4235239313804885
2000-10-30,4.01,-1.6149999999999998,0.4146290764865677
2000-10-31,0.93,1.355,0.4653338785004662
2000-11-01,0.0,1.4,0.7408423514840781
2000-11-02,0.0,2.855,1.752088850805814
2000-11-03,0.0,5.0200000000000005,2.0648631247491
2000-11-04,0.31,7.285,2.0138965293209226
2000-11-05,12.55,5.855,0.6670754023068028
2000-11-06,5.64,2.165,0.3944568407330993
2000-11-07,1.0,3.775,0.3873983259014024
2000-11-08,0.0,4.859999999999999,0.4030312127907257
2000-11-09,0.15,5.355,0.3527048109644399
2000-11-10,10.92,6.69,0.3622691158215856
2000-11-11,10.4,6.405,0.4058724839816079
2000-11-12,3.56,3.13,0.2475889767373752
2000-11-13,0.0,2.505,0.2557362745694277
2000-11-14,2.86,4.43,0.3187798955259566
2000-11-15,14.47,2.07,0.2412302800333765
2000-11-16,0.12,0.0949999999999999,0.1909796263181099
2000-11-17,0.07,1.735,0.2035581988608091
2000-11-18,3.25,-0.8749999999999998,0.3643984195339715
2000-11-19,0.28,-2.78,0.843438903931989
2000-11-20,0.16,-2.165,0.9549947436263736
2000-11-21,2.01,-2.725,0.8831376700622542
2000-11-22,4.97,-4.375,0.2026815708710919
2000-11-23,2.24,-8.05,0.3039126810645089
2000-11-24,0.0,-12.525,0.7851815185694748
2000-11-25,0.0,-10.735,0.9734147244971032
2000-11-26,0.05,-3.845,1.1118638878700278
2000-11-27,14.47,0.1499999999999999,0.1752368410282703
2000-11-28,3.93,1.165,0.1116665302734912
2000-11-29,2.58,1.13,0.1497715850871937
2000-11-30,1.69,0.26,0.097229460880045
2000-12-01,2.56,-2.87,0.2035026922851624
2000-12-02,1.64,-7.385,0.4390509608066291
2000-12-03,0.02,-10.135,0.8141892330254515
2000-12-04,0.0,-6.34,1.0358236069685696
2000-12-05,0.02,-4.18,1.1289113989572817
2000-12-06,1.8,-7.524999999999999,0.975368203571314
2000-12-07,0.7,-11.185,0.5477664149932264
2000-12-08,1.29,-16.05,0.6549663813460651
2000-12-09,0.0,-16.935000000000002,0.5455185676588451
2000-12-10,0.0,-13.62,0.6925972857569848
2000-12-11,2.48,-7.92,0.7082374300408621
2000-12-12,8.77,-1.605,0.3090343866783477
2000-12-13,4.48,-10.98,0.4674156317921457
2000-12-14,7.65,-13.204999999999998,0.33171072167691
2000-12-15,7.18,-9.765,0.3307253408844111
2000-12-16,0.02,-8.77,0.8153289856284806
2000-12-17,20.45,-0.2299999999999999,0.5585471676956535
2000-12-18,44.98,-0.2199999999999997,0.4713477462047021
2000-12-19,3.98,-8.54,0.4350125079915065
2000-12-20,11.76,-9.185,0.0199542048788109
2000-12-21,3.65,-13.415,0.3474595728317025
2000-12-22,0.0,-10.975,0.656780504890586
2000-12-23,9.0,-10.06,0.2509242417321114
2000-12-24,0.33,-15.73,0.5841964073457692
2000-12-25,3.29,-15.365,0.3121963673929127
2000-12-26,0.0,-17.345,0.4211295622877826
2000-12-27,0.0,-14.165,0.2950291011858372
2000-12-28,1.28,-13.98,0.3873633343284989
2000-12-29,2.09,-13.415,0.1693001009460044
2000-12-30,2.2,-11.955,0.4892279574151771
2000-12-31,2.15,-12.685,0.3232540946373355
2001-01-01,3.68,-8.75,0.0292668053362395
2001-01-02,0.02,-11.675,0.0181023254781688
2001-01-03,1.86,-10.8,0.1852747974921374
2001-01-04,1.26,-8.88,0.2870956735527284
2001-01-05,1.57,-11.905,0.7544143558168719
2001-01-06,1.07,-8.435,0.7105148647750225
2001-01-07,0.35,-4.99,0.3137709676075415
2001-01-08,0.45,-6.805,0.496222633426817
2001-01-09,1.32,-6.285,0.4424937474347762
2001-01-10,2.78,-13.395,0.4989199691544764
2001-01-11,0.09,-13.215,0.7665478708569802
2001-01-12,1.67,-9.67,0.6649996508607331
2001-01-13,0.0,-13.01,0.8242063883445254
2001-01-14,0.0,-8.6,0.9152725177852866
2001-01-15,1.24,-5.94,0.5469639387970687
2001-01-16,6.3,-4.18,0.142636755410655
2001-01-17,2.5,-5.58,0.5432492619983805
2001-01-18,0.61,-14.605,0.8999434648587011
2001-01-19,0.94,-10.77,0.8731053473381303
2001-01-20,4.2,-10.43,0.6254502634821845
2001-01-21,0.0,-15.015,0.7948283062632852
2001-01-22,1.76,-12.335,0.5247087102617145
2001-01-23,0.0,-10.845,1.128854640454692
2001-01-24,0.0,-6.720000000000001,1.224006165427151
2001-01-25,1.84,-5.375,0.9168854954125636
2001-01-26,0.0,-11.37,1.2308076323372326
2001-01-27,0.0,-9.225,1.244110295478563
2001-01-28,2.95,-7.615,0.5722817321088024
2001-01-29,0.0,-12.405,1.1321729090914123
2001-01-30,0.15,-9.145,1.3379072721323042
2001-01-31,15.13,-5.194999999999999,0.637870342081424
2001-02-01,8.31,-4.205,0.2827904114140984
2001-02-02,2.95,-7.289999999999999,0.8110253216062254
2001-02-03,5.68,-8.99,0.6107645123602924
2001-02-04,0.0,-16.015,1.0987310930675471
2001-02-05,5.26,-10.965,0.7970307378948438
2001-02-06,21.4,-4.66,0.3421351718305844
2001-02-07,3.52,-4.47,0.3598134041679514
2001-02-08,1.82,-7.4,1.0688714724430424
2001-02-09,11.04,-5.975,1.0840239948311343
2001-02-10,13.25,0.04,1.6349054407916055
2001-02-11,0.0,-12.12,1.5992486966421744
2001-02-12,0.0,-18.395,1.0454100183932984
2001-02-13,0.0,-12.4,1.598202143415507
2001-02-14,3.0,-8.03,1.6595316404922589
2001-02-15,15.62,-5.775,0.8879861265203355
2001-02-16,0.0,-10.925,1.9151981588203983
2001-02-17,0.05,-9.935,1.9786351812998348
2001-02-18,6.31,-15.18,1.1036639604249463
2001-02-19,1.04,-12.22,1.694237059987934
2001-02-20,0.0,-3.64,2.048106017354121
2001-02-21,2.77,-3.415,1.9270161251253537
2001-02-22,1.04,-15.19,1.4196809982943213
2001-02-23,2.05,-13.015,1.4932679241903646
2001-02-24,3.01,-9.845,1.1785170469297075
2001-02-25,4.01,-11.475,1.1340037290521428
2001-02-26,9.91,-2.85,1.196047362779194
2001-02-27,0.0,-7.625,2.450083358890175
2001-02-28,0.0,-12.565,2.097730064143883
2001-03-01,0.0,-15.995,1.678866129652746
2001-03-02,0.0,-15.495,1.5775381084524078
2001-03-03,0.0,-12.89,1.9832058807884485
2001-03-04,0.0,-12.825,2.225488061486274
2001-03-05,6.72,-8.065,1.9017814628151628
2001-03-06,28.42,-4.815,0.7153969434429743
2001-03-07,6.35,-6.96,1.730612568087762
2001-03-08,0.0,-7.119999999999999,3.224748254058716
