date,qobs
2000-10-01,0.0442318644067796
2000-10-02,0.0379130266343825
2000-10-03,0.0402825907990314
2000-10-04,0.0300144794188861
2000-10-05,0.0292246246973365
2000-10-06,0.0292246246973365
2000-10-07,0.0197463680387409
2000-10-08,0.0221159322033898
2000-10-09,0.0213260774818402
2000-10-10,0.0252753510895883
2000-10-11,0.0308043341404358
2000-10-12,0.0402825907990314
2000-10-13,0.0458115738498789
2000-10-14,0.0418623002421307
2000-10-15,0.0363333171912832
2000-10-16,0.0363333171912832
2000-10-17,0.04344200968523
2000-10-18,0.0489709927360774
2000-10-19,0.0410724455205811
2000-10-20,0.0410724455205811
2000-10-21,0.0418623002421307
2000-10-22,0.0473912832929782
2000-10-23,0.0631883777239709
2000-10-24,0.0616086682808716
2000-10-25,0.0710869249394673
2000-10-26,0.0789854721549636
2000-10-27,0.0679275060532687
2000-10-28,0.0647680871670702
2000-10-29,0.08688401937046
2000-10-30,0.1184782082324455
2000-10-31,0.0750361985472155
2000-11-01,0.0702970702179176
2000-11-02,0.0584492493946731
2000-11-03,0.052130411622276
2000-11-04,0.0529202663438256
2000-11-05,0.0576593946731235
2000-11-06,0.0947825665859564
2000-11-07,0.0742463438256658
2000-11-08,0.0537101210653753
2000-11-09,0.0497608474576271
2000-11-10,0.0505507021791767
2000-11-11,0.0505507021791767
2000-11-12,0.0529202663438256
2000-11-13,0.0473912832929782
2000-11-14,0.0513405569007263
2000-11-15,0.0513405569007263
2000-11-16,0.0592391041162227
2000-11-17,0.0497608474576271
2000-11-18,0.0544999757869249
2000-11-19,0.0544999757869249
2000-11-20,0.0710869249394673
2000-11-21,0.0544999757869249
2000-11-22,0.052130411622276
2000-11-23,0.0639782324455205
2000-11-24,0.0655579418886198
2000-11-25,0.0623985230024213
2000-11-26,0.0631883777239709
2000-11-27,0.069507215496368
2000-11-28,0.0663477966101695
2000-11-29,0.0679275060532687
2000-11-30,0.0631883777239709
2000-12-01,0.0655579418886198
2000-12-02,0.0655579418886198
2000-12-03,0.0679275060532687
2000-12-04,0.0742463438256658
2000-12-05,0.0750361985472155
2000-12-06,0.0734564891041162
2000-12-07,0.08688401937046
2000-12-08,0.0758260532687651
2000-12-09,0.0742463438256658
2000-12-10,0.0576593946731235
2000-12-11,0.0473912832929782
2000-12-12,0.0458115738498789
2000-12-13,0.0442318644067796
2000-12-14,0.0473912832929782
2000-12-15,0.0489709927360774
2000-12-16,0.0473912832929782
2000-12-17,0.0489709927360774
2000-12-18,0.0505507021791767
2000-12-19,0.052130411622276
2000-12-20,0.0505507021791767
2000-12-21,0.0489709927360774
2000-12-22,0.0458115738498789
2000-12-23,0.0489709927360774
2000-12-24,0.0489709927360774
2000-12-25,0.0505507021791767
2000-12-26,0.0489709927360774
2000-12-27,0.0505507021791767
2000-12-28,0.052130411622276
2000-12-29,0.0505507021791767
2000-12-30,0.0505507021791767
2000-12-31,0.0489709927360774
2001-01-01,0.0473912832929782
2001-01-02,0.0458115738498789
2001-01-03,0.0458115738498789
2001-01-04,0.0473912832929782
2001-01-05,0.0505507021791767
2001-01-06,0.0552898305084745
2001-01-07,0.0616086682808716
2001-01-08,0.0679275060532687
2001-01-09,0.0679275060532687
2001-01-10,0.069507215496368
2001-01-11,0.0742463438256658
