date,qobs
2000-10-01,0.4048074059366624
2000-10-02,0.3805189615804626
2000-10-03,0.3562305172242629
2000-10-04,0.3400382209867964
2000-10-05,0.3481343691055296
2000-10-06,0.6234034051424601
2000-10-07,1.238710662166187
2000-10-08,1.603037327509183
2000-10-09,1.4815951057281842
2000-10-10,1.0929799960289883
2000-10-11,0.9229608855355904
2000-10-12,0.9067685892981238
2000-10-13,0.8096148118733248
2000-10-14,0.7043648863297927
2000-10-15,0.6395957013799266
2000-10-16,0.5910188126675271
2000-10-17,0.5586342201925941
2000-10-18,0.6800764419735928
2000-10-19,1.1334607366226548
2000-10-20,1.0363069591978558
2000-10-21,0.8258071081107913
2000-10-22,0.7124610344485258
2000-10-23,0.6395957013799266
2000-10-24,0.6153072570237269
2000-10-25,0.6719802938548596
2000-10-26,0.5910188126675271
2000-10-27,0.5586342201925941
2000-10-28,0.5343457758363943
2000-10-29,0.5262496277176612
2000-10-30,0.5343457758363943
2000-10-31,0.5991149607862604
2000-11-01,0.6476918494986598
2000-11-02,0.6557879976173931
2000-11-03,0.6314995532611933
2000-11-04,0.5910188126675271
2000-11-05,1.2144222178099873
2000-11-06,2.1049985108706446
2000-11-07,1.6759026605777825
2000-11-08,1.2710952546411198
2000-11-09,1.0686915516727886
2000-11-10,1.335864439590986
2000-11-11,3.756612727092227
2000-11-12,3.027959396406235
2000-11-13,2.0726139183957115
2000-11-14,1.5787488831529832
2000-11-15,3.3518053211555645
2000-11-16,2.671728879181972
2000-11-17,2.0159408815645787
2000-11-18,1.6516142162215826
2000-11-19,1.376345180184652
2000-11-20,1.1982299215725207
2000-11-21,1.1334607366226548
2000-11-22,1.0686915516727886
2000-11-23,1.0363069591978558
2000-11-24,0.94724932989179
2000-11-25,0.9634416261292564
2000-11-26,0.9634416261292564
2000-11-27,3.027959396406235
2000-11-28,3.440862950461631
2000-11-29,2.914613322743969
2000-11-30,2.3316906581951757
2000-12-01,1.8135371785962475
2000-12-02,1.5301719944405838
2000-12-03,1.408729772659585
2000-12-04,1.238710662166187
2000-12-05,1.0524992554353223
2000-12-06,0.9553454780105232
2000-12-07,0.850095552466991
2000-12-08,0.7529417750421921
2000-12-09,0.6962687382110593
2000-12-10,0.6476918494986598
2000-12-11,0.6234034051424601
2000-12-12,0.6962687382110593
2000-12-13,1.0363069591978558
2000-12-14,0.8824801449419241
2000-12-15,0.7934225156358583
2000-12-16,0.7448456269234588
2000-12-17,5.319169314007744
2000-12-18,10.524992554353222
2000-12-19,7.513225454184454
2000-12-20,6.501206939342798
2000-12-21,5.974957311625137
2000-12-22,5.100573314801946
2000-12-23,4.0318817631291575
2000-12-24,3.724228134617294
2000-12-25,3.1170170257123004
2000-12-26,2.752690360369304
2000-12-27,2.4288444356199745
2000-12-28,2.1454792514643106
2000-12-29,1.862114067308647
2000-12-30,1.6192296237466497
2000-12-31,1.4168259207783185
2001-01-01,1.2549029584036535
2001-01-02,1.1739414772163208
2001-01-03,1.0929799960289883
2001-01-04,1.003922366722923
2001-01-05,0.9715377742479896
2001-01-06,0.9553454780105232
2001-01-07,0.9310570336543236
2001-01-08,0.9067685892981238
2001-01-09,0.8743839968231907
2001-01-10,0.850095552466991
2001-01-11,0.8096148118733248
2001-01-12,0.7934225156358583
2001-01-13,0.7691340712796586
2001-01-14,0.7286533306859923
2001-01-15,0.7124610344485258
2001-01-16,0.6800764419735928
2001-01-17,0.6557879976173931
2001-01-18,0.6476918494986598
2001-01-19,0.6395957013799266
2001-01-20,0.6314995532611933
2001-01-21,0.6153072570237269
2001-01-22,0.6072111089049936
2001-01-23,0.5991149607862604
2001-01-24,0.5991149607862604
2001-01-25,0.5991149607862604
2001-01-26,0.5829226645487938
2001-01-27,0.5667303683113274
2001-01-28,0.5505380720738609
2001-01-29,0.5424419239551276
2001-01-30,0.5505380720738609
2001-01-31,0.5586342201925941
2001-02-01,0.5586342201925941
2001-02-02,0.5505380720738609
2001-02-03,0.5343457758363943
2001-02-04,0.5181534795989279
2001-02-05,0.5181534795989279
2001-02-06,0.5262496277176612
2001-02-07,0.5343457758363943
2001-02-08,0.5829226645487938
2001-02-09,0.6314995532611933
2001-02-10,0.7043648863297927
2001-02-11,1.2549029584036535
2001-02-12,1.0524992554353223
2001-02-13,0.8743839968231907
2001-02-14,0.8339032562295245
2001-02-15,0.8258071081107913
2001-02-16,0.8096148118733248
