date,precip,tavg,pet
2000-10-01,0.0,9.855,4.217815461642565
2000-10-02,0.0,12.5,4.231269556803072
2000-10-03,0.68,15.315,4.199583322231573
2000-10-04,0.0,15.31,4.680046687866053
2000-10-05,4.99,14.145,2.2955045083172134
2000-10-06,5.29,11.945,1.3646048467169092
2000-10-07,0.36,10.31,3.577185736617428
2000-10-08,0.0,5.11,3.037057489965058
2000-10-09,0.0,3.355,2.752822582906882
2000-10-10,0.0,1.95,1.9157604297927555
2000-10-11,0.0,4.2700000000000005,2.076219989928936
2000-10-12,0.0,9.475,3.677114057982474
2000-10-13,0.0,11.105,4.069575808916061
2000-10-14,0.0,12.995,4.205264354849278
2000-10-15,0.0,15.02,3.975543948779454
2000-10-16,0.0,15.235,3.306156956486663
2000-10-17,2.46,9.145,1.05565891433773
2000-10-18,15.49,8.41,0.8562276126714001
2000-10-19,14.46,9.18,1.2036685626328296
2000-10-20,0.0,7.915,3.203768973787461
2000-10-21,0.0,10.675,3.5274601536916004
2000-10-22,0.0,11.6,3.728532699800424
2000-10-23,0.0,7.115,3.0746378253795985
2000-10-24,0.0,8.22,2.9555368718745854
2000-10-25,0.0,11.64,3.094071782326017
2000-10-26,0.0,13.585,2.9361677066371343
2000-10-27,0.0,12.995,2.9737644231222315
2000-10-28,0.0,12.0,2.9964004368660584
2000-10-29,0.0,3.84,1.4011160058254857
2000-10-30,0.0,2.725,1.1182433812614052
2000-10-31,0.0,4.3950000000000005,1.3091946807658152
2000-11-01,0.0,6.295,2.2536321140008977
2000-11-02,0.0,6.67,2.345871517332895
2000-11-03,0.0,8.520000000000001,2.727352325727975
2000-11-04,0.0,10.67,2.531718407235209
2000-11-05,0.0,7.83,1.64858020295136
2000-11-06,0.0,2.925,1.1645597455876835
2000-11-07,0.0,4.385000000000001,1.7885685594549965
2000-11-08,0.0,6.529999999999999,2.0894802342915875
2000-11-09,0.0,8.9,1.8891479686754569
2000-11-10,23.32,10.215,0.640501762402954
2000-11-11,9.03,8.295,0.5912544954884824
2000-11-12,0.0,6.875,0.8435080924674596
2000-11-13,0.0,5.405,0.8723199398047656
2000-11-14,3.25,5.05,0.4903061792691344
2000-11-15,8.45,2.42,0.6000596434776245
2000-11-16,0.0,1.0749999999999995,0.66790331882194
2000-11-17,0.0,1.95,0.8830622649452073
2000-11-18,0.0,1.1700000000000002,1.0568102434101865
2000-11-19,0.0,-0.9400000000000002,0.6804923554831922
2000-11-20,0.0,-2.915,1.1873115617494048
2000-11-21,0.98,-1.65,1.170814343064403
2000-11-22,0.0,-4.03,0.5971694171710207
2000-11-23,0.0,-5.535,0.7743197085367115
2000-11-24,0.0,-7.695,1.1765700392110414
2000-11-25,0.0,-5.5,1.2812083075700085
2000-11-26,6.74,-1.39,0.8042318857081906
2000-11-27,14.24,4.465,0.3407182652290244
2000-11-28,0.0,4.14,0.3224908852861938
2000-11-29,0.0,2.02,0.8897843188540331
2000-11-30,4.02,1.5699999999999998,0.2672283809334151
2000-12-01,0.0,-1.6249999999999998,0.389524526810743
2000-12-02,0.0,-4.705,0.9163798385541796
2000-12-03,0.0,-6.955,0.874970879782438
2000-12-04,0.0,-5.16,1.2246190144652982
2000-12-05,0.0,-1.77,1.4176720766590163
2000-12-06,0.0,-3.3999999999999995,1.128013652066019
2000-12-07,0.0,-6.17,0.4033875140747318
2000-12-08,1.24,-6.105,0.5597780606900568
2000-12-09,0.68,-5.2,0.657483391730302
2000-12-10,0.0,-6.5,1.2234155317088813
2000-12-11,0.0,-3.95,1.2478734238353966
2000-12-12,2.08,0.8749999999999998,1.2205767390208515
2000-12-13,0.0,-5.505000000000001,1.3585211789484346
2000-12-14,15.97,-5.675,0.6771148841478181
2000-12-15,0.0,-0.71,0.9796829090812652
2000-12-16,0.0,-1.885,0.7599454276761826
2000-12-17,36.24,4.73,1.1876107052942688
2000-12-18,37.26,3.05,1.2361208763787734
2000-12-19,0.0,-6.31,0.6890080085141173
2000-12-20,9.34,-5.154999999999999,0.2112277624150635
2000-12-21,0.0,-9.165,0.9834259973274262
2000-12-22,0.3,-7.715,1.073851267738451
2000-12-23,0.45,-10.585,1.153657785700826
2000-12-24,0.0,-10.96,1.015247026240549
2000-12-25,0.0,-8.575,0.9660102778256544
2000-12-26,0.0,-11.58,0.875504134942068
2000-12-27,0.0,-8.715,0.680421583468892
2000-12-28,0.0,-8.44,0.8067840573184519
2000-12-29,0.0,-11.695,0.5157461718066302
2000-12-30,11.09,-8.535,0.2899541977493142
2000-12-31,5.54,-10.115,0.4140195136760036
2001-01-01,0.0,-7.949999999999999,0.3009541922906607
2001-01-02,0.0,-9.665,0.8375504762252561
2001-01-03,0.0,-10.465,0.6327638381921192
2001-01-04,0.0,-6.625,0.7108188602972049
2001-01-05,0.0,-7.295,0.7660083494905195
2001-01-06,0.91,-4.87,0.5796861652820472
2001-01-07,0.0,-3.565,0.8541429163871894
2001-01-08,0.0,-1.18,1.041589168627857
2001-01-09,2.71,-3.51,0.8221884366650387
2001-01-10,0.18,-6.805,0.4741143691616186
2001-01-11,0.0,-5.495,1.1578787040876273
2001-01-12,0.0,-2.86,1.636503320449463
2001-01-13,0.0,-3.205,1.673942690409624
2001-01-14,0.0,-2.4400000000000004,1.7290808026538071
2001-01-15,2.19,-1.5100000000000002,1.2173032627549805
2001-01-16,0.17,-0.195,0.3363236264887553
2001-01-17,0.0,-0.24,0.8005765478772662
2001-01-18,0.0,-2.26,0.6967273962443169
2001-01-19,7.0,-1.175,0.3523239509195148
2001-01-20,11.47,-2.06,0.324527611418886
2001-01-21,11.48,-6.1,0.6604716342529601
2001-01-22,0.0,-7.945,1.5921806124486395
2001-01-23,0.0,-7.645,1.7264688093771463
2001-01-24,0.0,-6.0,1.86609597930342
